date,CAT,MMM,PG,BA,VZ,WMT,GS,DD,INTC,TRV,MRK,MCD,CSCO,JPM,NKE,CVX,UNH,WBA,AAPL,PFE,IBM,KO,JNJ,XOM,AXP,HD,RTX,V,DIS,MSFT
2009-07-20,24.97657012939453,33.56467056274414,35.71253204345703,32.286659240722656,13.14277172088623,11.715203285217283,124.06622314453124,17.10417938232422,12.13327980041504,28.21229553222656,16.024293899536133,38.31526947021485,14.22102165222168,25.25568389892578,10.984374046325684,36.292518615722656,20.00244140625,19.153892517089844,4.617076873779297,8.167428016662598,66.21733856201172,16.045183181762695,38.021095275878906,39.321922302246094,23.169506072998047,17.261499404907227,24.118865966796875,15.079142570495604,21.675125122070312,18.35292625427246
2009-07-21,26.891551971435547,33.75394058227539,35.66755294799805,32.91402816772461,13.385581970214844,11.724803924560549,123.88785552978516,17.613174438476562,12.13327980041504,28.37961769104004,17.00502586364746,38.54536819458008,14.51687717437744,25.22835350036621,10.826359748840332,36.629791259765625,20.606388092041016,19.08382797241211,4.5748066902160645,8.402920722961426,66.55850982666016,15.831372261047363,38.29791641235352,40.1945915222168,23.56247901916504,17.02484703063965,23.680105209350582,15.085883140563965,21.529884338378903,18.57738304138184
2009-07-22,26.34636688232422,34.00104522705078,35.550926208496094,32.133636474609375,13.301706314086914,11.799189567565918,124.3995361328125,18.275829315185547,12.287359237670898,28.832735061645508,16.890317916870117,38.67027282714844,14.422737121582031,25.153228759765625,10.714086532592772,36.4583854675293,20.93653106689453,18.981916427612305,4.732723236083984,8.493908882141113,65.72257995605469,15.447773933410645,38.10480499267578,39.92081451416016,23.06523895263672,17.24061393737793,23.307153701782227,15.01848602294922,21.68366813659668,18.554941177368164
2009-07-23,28.118227005004883,36.50366973876953,35.738807678222656,32.09537506103516,13.804984092712402,11.700801849365234,128.26809692382812,19.26500701904297,12.505623817443848,29.704147338867188,17.349138259887695,36.87547302246094,14.725318908691406,26.05474281311035,10.632990837097168,37.53654098510742,21.78204345703125,18.943693161010746,4.765334129333496,8.643770217895508,66.56990814208984,15.463493347167969,38.76787567138672,40.8448371887207,23.61861801147461,17.595596313476562,23.421222686767575,15.094868659973145,22.896860122680664,19.12356185913086
2009-07-24,28.62253761291504,36.4984245300293,36.17940139770508,32.416709899902344,13.906527519226074,11.743996620178224,127.70214080810548,19.38986015319824,12.4285888671875,30.129364013671875,17.77353858947754,36.8689079284668,14.711869239807127,25.897661209106445,10.84715175628662,37.83510971069336,21.999452590942383,19.3768310546875,4.830857753753662,8.820391654968262,66.89972686767578,15.520086288452148,39.59834289550781,41.23269271850586,23.66674041748047,17.62343406677246,22.916658401489254,15.117331504821776,22.70890045166016,17.544883728027344
2009-07-27,29.208616256713867,36.75604248046875,36.14052200317383,32.31725311279297,13.685785293579102,11.751198768615724,127.04315185546876,19.33223533630371,12.4992036819458,30.352453231811523,17.647375106811523,36.79659652709961,14.684974670410156,26.041072845458984,10.888734817504885,38.06734085083008,22.241039276123047,19.34498405456543,4.834176063537598,8.895319938659668,66.8940658569336,15.570401191711426,39.44384002685547,41.495079040527344,22.76048469543457,17.512073516845703,22.864002227783203,15.319531440734863,22.59783172607422,17.29051399230957
2009-07-28,29.23587989807129,36.740264892578125,36.095176696777344,33.09000396728516,13.862375259399414,11.7391996383667,124.46150207519533,19.409069061279297,12.435011863708496,30.219993591308597,17.217227935791016,37.12530899047852,14.745484352111816,26.006912231445312,11.001009941101074,37.78535079956055,23.416704177856445,19.2685546875,4.831159591674805,8.57954216003418,66.69501495361328,15.529516220092772,39.21851348876953,41.00453567504883,22.19910049438477,17.672157287597656,23.00879669189453,14.894922256469728,22.529489517211918,17.55985450744629
2009-07-29,28.50668334960937,36.1303825378418,36.36082077026367,33.18180465698242,14.118440628051758,11.847186088562012,123.60875701904295,19.466684341430664,12.45427131652832,29.71806526184082,17.13119888305664,37.085845947265625,14.604288101196287,25.795211791992188,11.304572105407717,37.11082077026367,22.877185821533203,19.5870418548584,4.832062721252441,8.429683685302734,66.68364715576172,15.494932174682615,39.37302780151367,40.74216079711914,22.25523376464844,17.672157287597656,23.34226417541504,15.00275993347168,22.119388580322266,17.806758880615234
2009-07-30,29.58342933654785,36.75077438354492,36.43209838867188,33.08235168457031,14.26412582397461,11.99356174468994,125.91902923583984,20.67675018310547,12.409330368041992,29.237058639526367,17.171342849731445,36.54676055908203,14.77910614013672,26.27328109741211,11.66219425201416,37.43149566650391,22.627559661865234,19.752660751342773,4.915403366088867,8.531375885009766,67.02483367919922,15.617568969726562,39.778587341308594,40.33719253540039,22.640186309814453,17.99233055114746,23.79418182373047,15.09936237335205,22.40132713317871,17.814237594604492
2009-07-31,30.02641487121582,37.076759338378906,35.96558380126953,32.829864501953125,14.158169746398926,11.969564437866213,126.60128021240234,20.33102035522461,12.357966423034668,30.024791717529297,17.21149444580078,36.198333740234375,14.799280166625977,26.396215438842773,11.776548385620115,38.410133361816406,22.595354080200195,19.778135299682617,4.933517456054688,8.526021957397461,67.0646743774414,15.67100715637207,39.19920349121094,40.14897537231445,22.720386505126957,18.05497169494629,23.899490356445312,14.70620822906494,21.461538314819336,17.597267150878906
2009-08-03,30.74879264831543,37.92848587036133,36.03036880493164,33.50314712524414,14.140508651733398,11.959968566894531,127.22148895263672,21.579500198364254,12.435011863708496,31.384187698364254,17.217227935791016,36.24433898925781,15.175814628601074,27.04502296447754,11.772391319274902,38.92432403564453,22.03167724609375,19.803613662719727,5.025311470031738,8.58489990234375,68.19635009765625,15.595556259155272,39.33439254760742,40.29727935791016,22.97701644897461,18.3194580078125,24.21100425720215,15.526220321655272,21.80327796936035,17.829200744628906
2009-08-04,32.636512756347656,37.87065887451172,35.93319320678711,33.78622817993164,14.065460205078123,11.962366104125977,128.05104064941406,22.11730194091797,12.402913093566896,32.24860763549805,17.11398696899414,36.16545486450195,15.08841037750244,27.461618423461918,11.963678359985352,38.929874420166016,21.6854190826416,19.357728958129883,4.998738765716553,8.6009521484375,68.01437377929688,15.56410789489746,39.30863952636719,40.26876068115234,23.025144577026367,18.298582077026367,24.039894104003903,15.523971557617188,21.905799865722656,17.78430938720703
